City part,Street,Size (m²),Price,PSQMY,Lower,Number of rooms,Floor,Number of floors,Built year,Renovation years,Renovations,Construction type,Heating type,Refurbishment,Features,Extra areas,Extra stuff,Security,URL
Senamiestyje,Šv. Stepono ,66,700,127.32,FALSE,4,3,4,1960,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, internetas, nauja elektros instaliacija, kabelinė televizija","Balkonas, terasa, vieta automobiliui","Virtuvės komplektas, vonia, dušo kabina, skalbimo mašina, su baldais, šaldytuvas, indaplovė, viryklė","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-stepono-g-nuomojamas-funkcionalus-neiprasto-4-836561/
Senamiestyje,Tilto ,35,370,126.84,FALSE,1,2,3,1960,0,FALSE,Mūrinis,Elektra,Įrengtas,,"Sandėliukas, balkonas","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė",Šarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-tilto-g-isnuomojamas-1-kambario-butas-senamiestyje-4-839281/
Pilaitėje,Karaliaučiaus ,36,380,126.72,FALSE,2,2,4,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-objekto-id-7675-nuomojamas-dvieju-kambariu-4-838627/
Senamiestyje,Išganytojo ,52,549,126.72,FALSE,2,3,3,1960,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija","Sandėliukas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-isganytojo-g--jokiu-tarpininkavimo-mokesciu-butas-4-832571/
Lazdynuose,Erfurto ,36,380,126.72,FALSE,2,9,9,2006,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-erfurto-g-tvarkingas-butas-porai-ar-studentams-labai-4-832279/
Žvėryne,Sakalų ,90,950,126.72,TRUE,3,3,6,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-sakalu-g-isnuomojamas-puikaus-dizaino-3-kambariu-90-4-826595/
Senamiestyje,Subačiaus ,80.59,850,126.6,FALSE,3,1,3,2006,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Atskiras įėjimas, aukštos lubos, uždaras kiemas, internetas","Sandėliukas, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, židinys, indaplovė, dušo kabina","Šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-agenturos-mokescio-nera-nuomojamas-4-835751/
Fabijoniškėse,Fabijoniškių ,37,390,126.48,TRUE,2,2,9,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-light-house-iii-15-kambario-butas-su-4-836859/
Senamiestyje,Vokiečių ,56,590,126.48,FALSE,2,2,4,1959,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija, nauja kanalizacija, nauja elektros instaliacija, virtuvė sujungta su kambariu, uždaras kiemas",Vieta automobiliui,"Šildomos grindys, su baldais, skalbimo mašina, virtuvės komplektas, plastikiniai vamzdžiai, viryklė, šaldytuvas, dušo kabina, vonia","Signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-isnuomojamas-labai-jaukiai-irengtas-erdvus-ir-4-836497/
Naujamiestyje,Savanorių p,38,400,126.36,FALSE,1,7,8,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-isnuomojamas-naujos-statybos-1-kambario-butas-4-837727/
Senamiestyje,Pamėnkalnio ,57,600,126.36,FALSE,2,4,4,1959,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, tualetas ir vonia atskirai, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, viryklė, vonia",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pamenkalnio-g-2-kambariu-butas-senamiestyje-du-atskiri-4-839449/
Naujamiestyje,Jogailos ,57,600,126.36,FALSE,2,4,4,1959,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, tualetas ir vonia atskirai, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, viryklė, vonia",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-jogailos-g-2-kambariu-butas-du-atskiri-kambariai-4-839447/
Naujamiestyje,Teatro ,57,600,126.36,FALSE,3,2,4,1944,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-teatro-g-ramioje-vietoje-teatro-g-isnuomojamas-4-837405/
Senamiestyje,Teatro ,57,600,126.36,FALSE,3,2,4,1944,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-teatro-g-ramioje-vietoje-senamiestyje-teatro-g-4-831847/
Senamiestyje,Panerių ,57,600,126.36,FALSE,3,4,4,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-paneriu-g-nuomojamas-jaukus-sviesus-ispuoseletas-4-831627/
Antakalnyje,Vytauto Žalakevičiaus ,81,850,125.88,FALSE,3,4,7,2014,0,FALSE,Monolitinis,Centrinis kolektorinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-isnuomojomas-puikiai-irengtas-3-kambariu-4-723333/
Jeruzalėje,Rugių ,41,430,125.88,FALSE,2,4,5,2000,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-rugiu-g-nuomojamas-butas-be-tarpininku-tvarkingas-4-834657/
Naujininkuose,Telšių ,42,440,125.76,FALSE,3,2,3,2015,0,FALSE,Mūrinis,Geoterminis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina, vonia","Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-telsiu-g-puikiai-tinka-2-zmonem-kaip-share-flat-4-837089/
Žirmūnuose,Kareivių ,21,220,125.76,FALSE,1,4,5,1975,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kareiviu-g-isnuomojamas-tvarkingas-gerai-irengtas-21-4-840601/
Senamiestyje,Konstitucijos p,62,650,125.76,FALSE,2,15,27,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,"Balkonas, vieta automobiliui",Kondicionierius,"Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-konstitucijos-pr-moderniai-ir-kokybiskai-irengtas-2-kambariu-4-837261/
Šnipiškėse,Konstitucijos p,62,650,125.76,FALSE,2,15,27,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,"Balkonas, vieta automobiliui","Skalbimo mašina, su baldais","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-moderniai-ir-kokybiskai-irengtas-2-kambariu-4-836835/
Senamiestyje,Gedimino p,86,900,125.64,FALSE,3,4,8,1970,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-3-kambariu-buto-nuoma-gedimino-prospekte-4-840433/
Šnipiškėse,Raitininkų ,129,1350,125.64,FALSE,4,1,6,2006,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-raitininku-g-ekskliuzyviniai-4-kambariu-apartamentai-su-4-827769/
Senamiestyje,Gedimino p,86,900,125.64,FALSE,3,4,5,1958,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Atskiras įėjimas, aukštos lubos, butas per kelis aukštus, nauja kanalizacija, virtuvė sujungta su kambariu, internetas, kabelinė televizija","Sandėliukas, balkonas, terasa, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-vilniaus-senamiestyje-isnuomojamas-irengtas-4-583891/
Karoliniškėse,Loretos Asanavičiūtės ,45,470,125.28,FALSE,2,4,4,2013,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-loretos-asanaviciutes-g-strategiskai-patogioje-ir-ramioje-vietoje-4-779185/
Šiaurės miestelyje,S. Žukausko ,76.69,800,125.16,FALSE,4,2,8,2005,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, tualetas ir vonia atskirai, kabelinė televizija, internetas, virtuvė sujungta su kambariu",,"Vonia, su baldais","Kodinė laiptinės spyna, šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuomojamas-labai-erdvus-4-kambariu-butas-s-4-816715/
Žirmūnuose,Raitininkų ,50,520,124.8,FALSE,2,3,9,2006,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Internetas, kabelinė televizija","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-raitininku-g-laisvas-nuo-2018-m-rugpjucio-men-22-d-4-840053/
Naujamiestyje,Kauno ,50,520,124.8,FALSE,2,2,7,2017,0,FALSE,Monolitinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-puikus-2-kamb-butas-naujamiestyje-laisvas-4-840065/
Žirmūnuose,Raitininkų ,125,1300,124.8,FALSE,4,1,3,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Atskiras įėjimas, tualetas ir vonia atskirai, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, terasa, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-raitininku-g-prestizineje-raitininku-g-nuomojamas-4-k-4-836305/
Šnipiškėse,Raitininkų ,125,1300,124.8,FALSE,4,1,3,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,Atskiras įėjimas,"Balkonas, terasa, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-raitininku-g-prestizineje-raitininku-g-nuomojamas-4-k-4-833785/
Šnipiškėse,Raitininkų ,125,1300,124.8,FALSE,4,1,3,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Atskiras įėjimas, tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Sandėliukas, balkonas, terasa, vieta automobiliui, drabužinė","Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-raitininku-g-nuomojamas-prabangiai-irengtas-keturiu-4-822327/
Naujamiestyje,A. Vivulskio ,50,520,124.8,TRUE,2,1,8,2015,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, virtuvė sujungta su kambariu, internetas, kabelinė televizija","Terasa, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-vivulskio-g-isnuomojamas-stilingai-irengtas-butas-naujos-4-511833/
Šnipiškėse,Konstitucijos p,130,1350,124.56,FALSE,3,16,27,2004,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Šildomos grindys, virtuvės komplektas, viryklė, šaldytuvas, skalbimo mašina, su baldais, dušo kabina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-isnuomojami-dizaineres-irengti-labai-stilingi-4-826833/
Senamiestyje,Konstitucijos p,130,1350,124.56,FALSE,3,16,27,2004,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Šildomos grindys, virtuvės komplektas, viryklė, šaldytuvas, skalbimo mašina, su baldais, dušo kabina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-konstitucijos-pr-isnuomojami-dizaineres-irengti-labai-stilingi-4-826829/
Senamiestyje,Pilies ,135,1400,124.44,FALSE,5,3,3,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pilies-g-isnuomojamas-puikiai-irengtas-5-k-135-kvm-4-840773/
Naujamiestyje,Savanorių p,29,300,124.08,FALSE,1,1,5,1975,0,FALSE,Blokinis,Centrinis,Įrengtas,,,"Skalbimo mašina, su baldais, šaldytuvas, viryklė",,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-1-o-kambario-butas-naujamiestyje-4-811955/
Pašilaičiuose,Dociškių ,31,320,123.84,FALSE,1,1,8,2016,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Internetas, virtuvė sujungta su kambariu",Balkonas,"Su baldais, skalbimo mašina",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-dociskiu-g-naujai-irengtas-1kamb-butas-laukia-savo-4-840913/
Antakalnyje,Antakalnio ,34,350,123.48,FALSE,1,2,4,2001,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-strategiskai-patogioje-vietoje-isnuomojamas-4-840503/
Naujamiestyje,Geležinio Vilko ,35,360,123.48,FALSE,2,1,5,1977,0,FALSE,Monolitinis,Centrinis,Įrengtas,"Atskiras įėjimas, nauja elektros instaliacija, internetas, kabelinė televizija, virtuvė sujungta su kambariu",Drabužinė,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina",,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gelezinio-vilko-g-naujai-suremontuotas-2-kambbutas-su-savo-4-840593/
Naujamiestyje,Naugarduko ,68,700,123.48,FALSE,3,5,5,1989,0,FALSE,Mūrinis,Centrinis,Įrengtas,Kabelinė televizija,,"Dušo kabina, su baldais, skalbimo mašina, viryklė, virtuvės komplektas, šaldytuvas","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-nuomojamas-3-iju-kambariu-butas-naugarduko-g-4-834697/
Baltupiuose,Didlaukio ,36,370,123.36,TRUE,2,1,2,1982,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Atskiras įėjimas, butas per kelis aukštus, tualetas ir vonia atskirai, nauja elektros instaliacija, internetas, virtuvė sujungta su kambariu",Drabužinė,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina",Šarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-isnuomojamas-naujai-irengtas-butas-dvieju-4-839149/
Jeruzalėje,Mokyklos ,36,370,123.36,FALSE,1,3,6,2016,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Kabelinė televizija, internetas, virtuvė sujungta su kambariu",Balkonas,"Su baldais, skalbimo mašina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-mokyklos-g-isnuomojamas-1-kbutas-mokyklos-g-86-4-840891/
Baltupiuose,Ateities ,32,329,123.36,FALSE,1,7,9,2006,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Kabelinė televizija, internetas, virtuvė sujungta su kambariu",Balkonas,"Su baldais, skalbimo mašina",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-ateities-g-nuomojamas-tvarkingas-ir-jaukus-1-kambario-4-840419/
Jeruzalėje,Rugių ,32,329,123.36,FALSE,1,7,9,2006,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Kabelinė televizija, internetas, virtuvė sujungta su kambariu",Balkonas,"Su baldais, skalbimo mašina",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-rugiu-g-nuomojamas-tvarkingas-ir-jaukus-1-kambario-4-840417/
Antakalnyje,P. Vileišio ,73,750,123.24,FALSE,3,6,6,2003,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-nuomojamas-3k-butas-su-didele-terasa-4-840961/
Pašilaičiuose,Grigalaukio ,39,400,123.12,FALSE,2,4,5,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-grigalaukio-g-naujas-ir-kokybiskai-irengtas-butas-laukia-4-729811/
Antakalnyje,Antakalnio ,40,410,123,FALSE,2,1,4,1964,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-be-tarpininku-isnomuoju-jauku-komfortiska-4-832293/
Naujamiestyje,Algirdo ,44,450,122.76,FALSE,2,1,3,1940,0,FALSE,Mūrinis,"Elektra, kita",Įrengtas,"Atskiras įėjimas, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, virtuvė sujungta su kambariu",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-nuomojamas-naujai-irengtas-butas-4-812365/
Žirmūnuose,Žirmūnų ,44,450,122.76,FALSE,2,2,5,1969,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, virtuvė sujungta su kambariu",Drabužinė,"Viryklė, su baldais, indaplovė, šaldytuvas, virtuvės komplektas, skalbimo mašina, vonia","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-2-kambariu-butas-kokybiskai-ir-4-839591/
Baltupiuose,Juozo Balčikonio ,44,450,122.76,FALSE,2,9,9,2012,0,FALSE,Mūrinis,"Centrinis kolektorinis, centrinis, kita",Įrengtas,"Internetas, virtuvė sujungta su kambariu","Vieta automobiliui, balkonas","Skalbimo mašina, su baldais, viryklė, šaldytuvas","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-juozo-balcikonio-g-isnuomojamas-jaukus-2-kambariu-ir-4-4-kvm-4-837781/
Verkiuose,Juozo Balčikonio ,44,450,122.76,FALSE,2,9,9,2012,0,FALSE,Mūrinis,"Centrinis kolektorinis, centrinis, kita",Įrengtas,"Internetas, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, viryklė, šaldytuvas","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-verkiuose-juozo-balcikonio-g-isnuomojamas-jaukus-2-kambariu-ir-4-4-kvm-4-837695/
Lazdynėliuose,Lazdynėlių ,58.74,600,122.52,FALSE,3,1,4,2018,0,FALSE,Blokinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-lazdyneliu-g-nuo-rugsejo-3-d-bus-isnuomojamas-visiskai-4-840173/
Naujamiestyje,Švitrigailos ,56.83,580,122.52,FALSE,3,2,4,1955,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Aukštos lubos, butas per kelis aukštus, tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, internetas, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-svitrigailos-g-nuomojams-loftas-naujamiestyje-nuomojamas-4-756069/
Šnipiškėse,Jurgio Lebedžio ,47,480,122.52,FALSE,2,2,5,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-jurgio-lebedzio-g-nuomojamas-visiskai-naujas-2k-butas-ozo-4-838485/
Šiaurės miestelyje,Jurgio Lebedžio ,47,480,122.52,FALSE,2,2,5,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-jurgio-lebedzio-g-nuomojamas-visiskai-naujas-2k-butas-ozo-4-838483/
Baltupiuose,Jurgio Lebedžio ,47,480,122.52,FALSE,2,2,5,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-jurgio-lebedzio-g-nuomojamas-visiskai-naujas-2k-butas-ozo-4-837359/
Žirmūnuose,Jurgio Lebedžio ,47,480,122.52,FALSE,2,2,5,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-jurgio-lebedzio-g-nuomojamas-visiskai-naujas-2k-butas-ozo-4-837357/
